CID,SMILES
CID11069,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O
CID11073907,CCCCCC(=O)OC(C)CO
CID110740,CCCCC(C)OC(=O)C
CID11074431,CC1=CC(=O)[N-]S(=O)(=O)O1.[K+]
CID110747,CC(C)CCCC(C)CC=O
CID110759,CCCC(=O)OC1CC(CCC1C(C)C)C
CID110760,CCCCCC(=O)OC1CC(CCC1C(C)C)C
CID11084123,CCCC[C@@H]1[C@H](CC(=O)O1)C
CID11084346,CCCCCC1OC(C(O1)C)C
CID11085337,C/C(=C/CC[C@@]1(C2C[C@H]3C1([C@H]3C2)C)C)/CO
CID11085796,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC
CID11086,CC(=O)C1=CC=CC=C1N
CID110867,CC1(CCC=CC1)C(=O)OC
CID110909,CC1(C2CCC(C1C2)CS)C
CID110914,CC(C)CC1=CC=C(C=C1)CC(C)C=O
CID110923,CC1=CCC(CC1)C(C)CC=O
CID110929,CC1=CCC(CC1)C(=C)CCOC(=O)C
CID110941,CCOC(C)OCC(C)C
CID11094547,C/C=C\CCC=O
CID11094611,CCC(=O)N1CCC=C1
CID11094871,CCCC[C@H]1[C@H](CC(=O)O1)C
CID11095,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O
CID11095260,CC1(CCCC(=C)C1C(=O)OC)C
CID110968,CCCCC(CC)CS
CID110973,CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC
CID110975,CCCCCC(CC(=O)OCC)O
CID110976,CCCCCCCCCCCC1CCCC(=O)O1
CID110977,CCCCCCCCC1CCCC(=O)O1
CID1110,C(CC(=O)O)C(=O)O
CID111037,CC1=CCC(CC1)C(C)(C)OC(=O)C
CID111044,C[C@H]1CCC[C@@]2([C@]1(CCCC2)O)C
CID11105826,CCCCCC1CCOC(O1)C
CID11106485,C[C@@H]1CC[C@@H]2[C@]13CCC(=C)[C@H](C3)C2(C)C
CID11107909,CC(C)CCCCCCCCCCCCCC=O
CID11116832,CCCC[C@H]1C2=CC=CC=C2C(=O)O1
CID111213,CC(C)CC1C2CCCC=C2C(=O)O1
CID11124,CCC(=O)OC
CID11126,CC1=CC=CS1
CID11126290,CC[C@H](C)CCC(=O)O
CID111263,C1C=CC2C1C3CC2C4C3C5CC4C=C5
CID11126487,CCC1CC(CCC1=O)(C)C
CID111274,CC(=C)[C@@H]1CC[C@@](C=C1)(C)O
CID11127402,CC1(CCC=C2[C@@]13CC[C@@H](C3)C2(C)C)C
CID111351,CC1=C(C2CC(C1(C2)C)C(=O)OC)C(=C)C
CID111355,CC1C=C(CCC1=CNC2=CC=CC=C2C(=O)OC)C
CID111369,CC(CCCC(C)(C)O)CC#N
CID111376,CCOC1(CCC2C(=C)C1CCC2(C)C)C
CID111378,CC1C=C(CCC1C=NC2=CC=CC=C2C(=O)OC)C
CID11137872,CCCCC(C(=O)OC)OC(=O)C
CID111381,CC(C)C1CC(C(C=C1)(C)C=C)C(=C)C
CID111384,CCC1C(CC(=O)C(=C1CC)C)C
CID111394,CC1(C2CCC(C1(C2)C)C3CCC(CC3)O)C
CID111416,CC1CC(CCC1=O)CC2C3CCC(C3)C2(C)C
CID111418,CC1=CC2CC(C1CC2C(C)C)C3OCCO3
CID11142,CC(C)C1CCC(=C)C=C1
CID111440,CC(C)CC(=O)OCCC(C)CCC=C(C)C
CID111446,CC1CCC2C3(C1(C4C(C4(C)C)CC3)C)O2
CID111470,CC(C)CCCCCCC(=O)O
CID111509,CC(=O)CCO
CID111516,CC(C)C1=CCC(=CC1)CCOC=O
CID111547,CC1(CCCC2=C1C=C(C=C2)C=O)C
CID11160,CC(C)CC(=O)OC
CID11163251,CCOC1=C(C=CC(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
CID11167,CN=C=S
CID11168,CSC#N
CID111691,CC(=CCCC(=CCOC(=O)CCCCCCCCC=C)C)C
CID111727,C=CCOC(=O)COC1CCCCC1
CID11173,CC(=CCO)C
CID11176,CCCOC(=O)CC(C)C
CID111779,CC(C)CC(=O)OCC1=CC=C(C=C1)O
CID111783,CCCCCOC1=C(CCC1=O)C
CID11191,CCOCC=C
CID11196,CCC=CCCC=CC=O
CID11196546,COC1=C(C=C(C=C1)C2CCC3=C(O2)C=C(C=C3)O)O
CID112002,CCC(=O)OCC(C)OC(=O)CC
CID112030,CCOC(=O)C(CC(C)C)O
CID112045,CCCCC(=O)OC(C)(CCC=C(C)C)C=C
CID112049,CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1
CID112051,CC(CCCC(=C)C)CCOC(=O)C1=CC=CC=C1
CID112052,CC1CC(C=C(C2C1CC(=C(C)C)C2)C)OC=O
CID112053,CCC(=O)OC1CC(C2CC(=C(C)C)CC2C(=C1)C)C
CID112065,CC(CCC1CCCCC1)O
CID112122,CCCCCOC1=C(C=C(C=C1)C=CC)OC
CID112152,CC=C1CC2CC1C3C2OC(=O)CC3
CID112162,CC1(C2CCC1C(C2)C3CCCCC3O)C
CID112172,CC1CC(=C(C1=O)OC)C
CID112185,CC1C=C(CCC1C(=O)C(C)(C)C)C
CID11219061,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)CCC(=O)O)C(C)C
CID112226,CC1(CCCC2=C1CC(CC2)C=O)C
CID112239,CC(C)CCCCCCCCCCOC(=O)C
CID112240,CC(C)CCCCCCCOC(=O)C
CID112252,CCOC(CCCCC(C)C)OCC
CID1123,C(CS(=O)(=O)O)N
CID11230,CC1=CCC(CC1)(C(C)C)O
CID11240503,CCCC(C)(CO)S
CID112412,CC(C)(C1=CC=CC=C1)C2=CC(=C(C(=C2)N3N=C4C=CC=CC4=N3)O)C(C)(C)C5=CC=CC=C5
CID112446,CCC(=CCCC(=CC#N)C)C
CID112450,CCC(C)COC(=O)CC1=CC=CC=C1
CID112457,CC(C)C1C(COC(O1)(C)C)(C)C
CID112491,CC(CCCC(C)(C)OC)C=O
CID11251,CC(C)C(=O)C
CID112553,CCC=CCCC1CCC(=O)O1
CID11261,CCC(C)C(C)O
CID11262,CCC(C)C(=O)C
CID112635,CCCCCCC(CCOC(=O)C)OC(=O)C
CID11263567,CCC(C)(CC(=O)C)S
CID11264039,CC(=O)CC[C@@H]1C(=C)CCCC1(C)C
CID11264326,CCOC1CCCCCCCCCCC1
CID11264493,CC1(CC[C@@H]2[C@]3([C@@]14CC[C@@H](C4)C3(C)C)O2)C
CID11264633,CC1CCC(C2(C1)OC(C(=O)O2)C)C(C)C
CID11265,CCC(=O)C(C)C
CID112657,CCCC=CC=CCCO
CID11266244,C[C@@H]1CC[C@H]([C@@H](C1)C(=O)NC2=CC=C(C=C2)OC)C(C)C
CID1127,C1CCSC1
CID11271,CC(C)C(=O)C(C)C
CID112733,CCCCCCCCCC(=O)OCCC1=CC=CC=C1
CID11276107,C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2[C@@](CC3)(C)O)C(C)C
CID112802,C1CCCC2(CCC1)CCCO2
CID11286864,CCCCC/C=C\CCCC(=O)O
CID113007,C=CCCCCCCCCCOCCC#N
CID11309884,CC/C=C\CC/C=C/C(=O)NCC
CID113204,COCC1=NC=CN=C1
CID11322274,C[C@@H]1C2=C(CCCC2(C)C)CC[C@]1(C)C(=O)C
CID11323257,C[C@]12CCCC([C@@H]1CCC(=C)[C@@H]2CCC(=C)C=C)(C)C
CID1133,C(C(=O)O)S
CID11332546,CCC(=O)CC(C)(C)S
CID11332852,CC/C=C\CCC1(CCC(=O)O1)C
CID11335,CC1=C(C(=CC=C1)C)O
CID11340,CC1=CC=CC=C1C(=O)C
CID113425,CCC(C)COC(=O)C=C(C)C
CID11344071,CC(C)(C)C(=O)OCC=C
CID11344862,CCCCCC/C=C\CCCCC(=O)C
CID113514,CC1CC(CO1)(C)C2=CC=CC=C2
CID1136,CC1=C(SC=N1)CCO
CID11363,CC(=O)C(=O)C1=CC=CC=C1
CID113640,CCOC(=O)CCCCCOC(=O)C
CID11367306,CC1=CC2=C(CC(C2)(C)CO)C=C1
CID11370,COC1=CC=CC=C1C(=O)O
CID11378520,C=CC1=C(CCCC1)C=O
CID1140,CC1=CC=CC=C1
CID11406,C=CCOC(=O)C1=CC=CC=C1
CID11409,CCCCOC(=O)C1=CC=CO1
CID11413787,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)CC(=O)C)C(C)C
CID11418,CC1CCCCC1O
CID11419,CC1CCCCC1=O
CID11420,CC1=C(N=CC=C1)C
CID114233,CC(C)C1CCC(CC1)C(C)O
CID11423867,CCCCCCCC(=S)OC
CID114239,CCCCCCCCCCCCCCOCCCO
CID11428,CCC(CC)O
CID11430,C(=O)([O-])[O-].[K+].[K+]
CID11434978,CC1=CC=C(O1)/C=C/C=O
CID11435352,CCCCCC[C@@H]1CCCC(=O)O1
CID11435490,CC(=O)OCC1=CC[C@@H]2C[C@H]1C2(C)C
CID114416,CCCCCC(=O)OCCC(C)CCC=C(C)C
CID114419,CC1CCC(C(C1)OC=O)C(=C)C
CID114453,CCCCCC1C(CCC1=O)C
CID114454,CCCCCCC1CCCC1=O
CID11449,CCCCCC(=O)C(=O)C
CID1145,C[N+](C)(C)[O-]
CID11450,CC(C)(C)C1=CC(=CC=C1)O
CID114523,CCCCCOC(C)OCC
CID114530,CC1CCOC(C1)CC(C)C
CID114531,CC1=CC=C(C=C1)OC2CCCCO2
CID114533,CC(C1CCCCC1)OC(=O)C
CID114535,CCC1CCC(=O)C1=O
CID114558,CC(=O)CCC1C(=C)CCCC1(C)C
CID1146,CN(C)C
CID114601,CCCCC=CCCCCC(=O)OCCC(C)C
CID11463,CC1=CCC(=C(C)C)CC1
CID11467,CC(=C1CCC(CC1)(C)O)C
CID11468,CC(C)C1=CCC(CC1)(C)O
CID11469151,CC(/C=C\C1=CC=CC=C1)O
CID11469606,CC/C=C\CC/C=C/C(=O)NC1CC1
CID11469649,CC1=CC[C@@H](CC1)C(C)(C)OC(=O)C
CID11487,C1=CC=C(C=C1)NC2=CC=CC=C2
CID11505,CC1=CC=C(C=C1)CO
CID11508,CCC(C)CCO
CID11509,CCCC(=O)CC
CID11513,CCCC(CCC)O
CID11514,CC(C)CC(=O)OCC(C)C
CID11517,CCCCCCCC(=O)OCCCC
CID11520,CCCCC(CC)O
CID11521869,CCOC(=O)CNC(=O)C1CC(CCC1C(C)C)C
CID11525,CC1CCC(=O)CC1
CID11527,CCCCCC(CC)O
CID11529,CCCCOC(=O)CC
CID11543,CCCC(C)(C)O
CID11552,CC(C)CC=O
CID11558,CC1C=CC(=O)O1
CID11559,CC1=CCC(=O)O1
CID11565,CC1=CC(=CN=C1)C
CID11566,CC1CCCC(C1)O
CID11567,CC1CCCC(=O)C1
CID11569,COC1=CC=CC(=C1)C=O
CID11572,CC1CCC=CC1
CID11573,CC1CCCC=C1
CID11574,CC1=CCCCC1
CID11576,CCCCOC(=O)CC(=O)C
CID11579,CC(=O)CCC(=O)O
CID11583,CCCCC(=O)C
CID11584,CC(=O)OCC=C
CID11586787,CC1CCC(C(C1)OC(=O)CC(C)O)C(C)C
CID11593,CC(=O)COC(=O)C
CID11608392,C1CCCC/C=C\CCCOC(=O)CCCC1
CID11613,CCCCN=C=S
CID11614,CCCCOC=O
CID11615984,CCOC(=O)CNC(=O)[C@@H]1C[C@@H](CC[C@H]1C(C)C)C
CID11617,C=CCSCC=C
CID11622,CCCCCCCCCCCC(=O)C
CID11629741,CC(=O)OCCCCCCCS
CID11635,CCCCCCCCCCCCCCCCCC
CID116562,CCC1OCC2(CCC=CC2)CO1
CID11658397,CCCC1(C=CC(O1)C)C(C)(C)C
CID11658617,CC(=CCC/C(=C/CNC(=O)C1CC1)/C)C
CID116625,CCCCCCCCCCCC=CC=O
CID116699,CCCC(CCC1C(CCCC1(C)C)C)O
CID116740,CC1CC=C(C2(C1C)C=CC(O2)C)C
CID11686063,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@H]3[C@@H]([C@H](O[C@@H]([C@@H]3O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@@H]([C@H](O[C@@H]([C@@H]5O)O1)CO)O)O)O)O)CO)O)O)O)O
CID117035,CC(C)C(=O)OCC1=CC=C(C=C1)OC
CID11707463,CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
CID11716,CC(C=C)O
CID117252,CCC(=O)OCC(C)O
CID117305,CCC(=CCC(C)CCO)CC
CID11732,CC(C)C(C)O
CID117336,CC1(C2CCC1(C(C2)OC(=O)C3=CC=CC=C3)C)C
CID11735763,CCOC(=O)[C@@H]1[C@H](CCCC1(C)C)C
CID117385,CCOC(C)(C)C1CCC(=CC1)C
CID117410,CCOC(=O)[C@H]([C@@H](C(=O)OCC)O)O
CID117444,CCCCCCCCCCCCCCCCOP(=O)([O-])[O-].[K+].[K+]
CID11745805,CC1=CC[C@@]2(O1)C(=CC(=O)CC2(C)C)C
CID11746218,C[C@@]12CCC[C@@](C1)([C@H]3CC([C@@H]3CC2)(C)C)O
CID11747,CCC(=O)C(=O)C
CID117477,CCOC(=O)CCC(C)C
CID11748,CC(=O)C(=O)OC
CID11752,CC(C)C(C(C)C)O
CID117549,CCCCCC1=CCCC1=O
CID117564,CCC(=O)NC1=CC=CC=C1C(=O)OC
CID11770062,C[C@@H]1CC[C@H]([C@H]2[C@]1(CCC(=C2)C)O)C(C)C
CID117799,CCCCC(OC)OC
CID11788274,CC/C=C\C=C\C=O
CID11789380,C[C@H](CCC=C(C)C)CC#N
CID11790917,CCCCCCCCCCCCC(C)C=O
CID117910,CCCC=CCCC(=O)C
CID11805563,CC(C)(COCC1=CC=CC=C1)C=O
CID11807,CC(C)(CO)N
CID118088,CC1=CC(C2CC1C2(C)C)OC(=O)C
CID118111,CC1(C2CC=C(C1C2)CCC=O)C
CID118119,CC1OCC(O1)C2=CC=CC=C2
CID118134,CC(C)C1CCC2CC(=O)CCC2C1
CID118146,CC(C)C1=CC=C(C=C1)C(C)C=O
CID118147,CCC(C)C(=O)SC(C)CC
CID118148,CCC(C)SC(=O)C=C(C)C
CID11815386,CC(C)CC(C(=O)C)O
CID118177,CCCC=CCC1CCCC1O
CID118181,CCCC=CCC1CCCC1=O
CID118199,CCOC(=O)C1C(=CC=CC1(C)C)C
CID1182,CC(C)C(C(=O)O)N
CID118201,CCOC(=O)C1=C(C=CCC1(C)C)C
CID118210,CCC(C)COC=O
CID118225,CCCC(CCCC(=O)OCC)OC(=O)C
CID118262,CCCC(C=C)OC(=O)C
CID118291,CCOC1=CC(C(C(C1)(C)C)C(=C)OCC)(C)C
CID118292,CCOC(=C)C1C(CC(=O)CC1(C)C)(C)C
CID1183,COC1=C(C=CC(=C1)C=O)O
CID11830590,CC(C)C(=O)OC(C)(C)C1=CC=CC=C1
CID11838,CC(C)OC(=O)C1=CC=CC=C1O
CID118437152,CC(C)C1CCC(S1)(C)CCOC(=O)C
CID11845292,CC(C)CCCCCCCCCCCCCCC(=O)OCC(COCC(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C)O
CID118521,CC1=C(C=CC(=C1O)C(=O)OC)O
CID118530,CCCCCCOC(CCCCC)OCCCCCC
CID118537,CC1C(C2CCCCC2C1(C)C)(C)C
CID11855994,CC1C/C=C\CCCCCCCCC(=O)C1
CID118641,CC(C)CC(=O)SC(C)C
CID118655907,CC1=NC=C(N=C1C)OC
CID118658,CC(C)SC(=O)C=C(C)C
CID118758,CCC(C)(C)SSC(C)(C)CC
CID118782,CC(=O)CCCCCCC=C
CID118823,CC(C)CCN=CCC(C)C
CID118928,CC(=O)CCCCCCCC=C
CID118976605,CC1(CCC2([C@@H]3[C@@]14CC[C@@H](C4)C3(C)C)OCCO2)C
CID119,C(CC(=O)O)CN
CID11902,COC(=O)C1=CC=CO1
CID119096297,CC1(CSSC1=O)C
CID11950,CCOC1=CC=CC=C1C=O
CID11962,CC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2
CID119674,CC1C2CC3=CC=CC=C3C2OC(O1)C
CID11967982,CC1[C@H]2C[C@@]2(C[C@H]1O)C(C)C
CID11969488,CC/C=C/CCC1CCCC(=O)O1
CID11970548,CC(CCC=C(C)C)CC1OCCO1
CID11970928,CCCCCCCCCC(C)CC#N
CID11971259,CC1COC(O1)(C)C(C)O
CID11980,CCOC(=O)C1=CC=CO1
CID119800,CC1=CCCC(C1C(=O)OC)(C)C
CID11982,CCCOC(=O)C1=CC=CO1
CID119831,CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O
CID119838,CC1=C(C(=O)C(CO1)O)O
CID119852,CC(=O)OCC1CCC2CC1C2(C)C
CID119853,CC(C)C(=O)OCC1=CCC2CC1C2(C)C
CID11989,CSC1=NC2=CC=CC=C2S1
CID119911,CCCCCCCCC(=O)OC(C)C
CID119919,CCCCCCCCCCCCOC=O
CID11996452,C[C@@H]1CC[C@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CC[C@]2(C)O
CID12003251,CCCCCC(=O)C(C)(C(=O)C)O
CID120048,CC1=C(C(=O)C=CO1)OC(=O)C
CID12009861,CCCC[C@@H](CCOC)S
CID120101,CC1=CC2=C(C=C1)OCC(=O)CO2
CID1201521,C[C@]12CC[C@H](C1)C(C2=O)(C)C
CID1201528,CC1([C@@H]2CC=C([C@H]1C2)C=O)C
CID1201529,CC1([C@H]2CC=C([C@@H]1C2)C=O)C
CID1201530,CC1([C@H]2C[C@@H]1C(=C)[C@@H](C2)O)C
CID1201552,C[C@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C
CID12020,CCC(C=C)O
CID12021,COC(=O)OC
CID12022011,CC(C1CCCC(C1)(C)C)OC(C)(C)COC(=O)C2CC2
CID12024,CC1=CSC=C1
CID12038,CCOC(=O)C1=CC(=C(C=C1)O)OC
CID12040,CCCC(C(C)C)O
CID12041,CCOC(=O)C(=O)C
CID12044,CC(C)C(=O)OC(C)C
CID12053,CC(C)(C1=CC=CC=C1)O
CID12059,CC(C)C1=CC(=CC=C1)O
CID12072,CC1CCC(CC1O)C(=C)C
CID12082921,CC1C=CCC(C1C(=O)OC)(C)C
CID12097,CC1=CC=C(O1)C=O
CID12101,CCC1=CC(=CC=C1)O
CID12105,CC1=CC(=CC=C1)C=O
CID121237820,CCCCC=CCCCC1CCCC(=O)O1
CID12127,COC1=C(C=C(C=C1)C=O)O
CID1213,CC1CCCC2(C1(CCCC2)O)C
CID12141,C1=CC=C(C=C1)COCCO
CID12146,CC(=O)OC1CCCCC1
CID12150,CCOC1=CC=C(C=C1)O
CID121596027,CCCCCCCCCCCC(=O)OCCOC(COCCO)COCCO
CID121596032,C(CCCCC(CCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O)CCCCC(=O)O
CID121677,CC1=CC2=C(C=C1)C(CC=C2)(C)C
CID121694,CCC1=C(OC(=N1)C)C
CID12170,CC(=O)OCC1=CC=CO1
CID121700,CCCC(=O)CC(=O)OC
CID121710,CC1CC(=O)C=C1C
CID121719,CC1(C2CC1C(=C)C(=O)C2)C
CID121731,CC1=CC=CCC1
CID121738,CCCCCCCCCC(=O)OCC(C)C
CID121739,CCCCCCCCCC(=O)OCCC
CID12174,C1=COC(=C1)C=CC=O
CID121767,CC(=O)OC1(CCCCC1)C
CID12177,CCC=C(C)C=O
CID121774,C1CC2CC1C3C2C(CC3)CO
CID121777,CC1CC(=C)CC(O1)C2=CC=CC=C2
CID12178,CCCC(CC)O
CID121790,CCCCCCC(C(=O)C)C(=O)OCC
CID121797,CC1=CCC(CC1OC=O)C(=C)C
CID12180,CCCC(=O)OC
CID12185,CCOC(=O)CS
CID12193862,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[K+]
CID12198,CC(COC(=O)C)OC(=O)C
CID12204,CCOC(=O)CCCCCCCC(=O)OCC
CID12206,CCCCC(=O)OC
CID12209,CCC(C)COC(=O)C
CID12210,CCC(=O)CCC(C)C
CID12216,CCCCCCC(CC)O
CID12217,CCCCCOC(=O)CC
CID12217499,CC1(CCC(=O)[C@H]2[C@@]13CC[C@@H](C3)C2(C)C)C
CID12230,CCSC
CID12232,CSSC
CID122370,CSCS
CID12237820,CCCCCCCC[C@H]1CCC(=O)O1
CID12238,CCC(C)(C)OC(=O)C
CID122407,CCSC1=CC=CC=C1O
CID122419,CCCC(=O)OCC(C)O
CID122423558,CC(C)C(=S)OCC=C(C)C
CID12244492,CCCCCC(C=O)SC
CID12247,CC(CC=C)O
CID122485,CC(C)[C@H]1CC[C@@](C=C1)(C)O
CID122491,CCC=CCC=CC=CC=C
CID122510,CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C
CID122549,CC(=O)C1=C2CC3(CCC2(CC3)C(CC1)(C)C)C
CID12255414,CC(C)C(C=O)C1=CC=CC=C1
CID122558,CC(CC=C(C)CCCC(=C)C)C=O
CID12257,CC(C)OC=O
CID122594,CCCC1=NC=C(N=C1C)C
CID12263583,CCOC(=O)CCC1=CC=CC=C1O
CID12264,CC(C)SC(C)C
CID12265,CC1=CC=C(N1)C
CID12266,CC1=CC=C(O1)C
CID122683344,CCCCCC(=O)CCS
CID122715604,CCC(C)(C=O)SC1=CC=CO1
CID12278,CCCC(C)OC(=O)C
CID12284668,CCCCCC(=O)OC(C)CC
CID12293,CCCCCC(=O)OCCC
CID12294,CCCCCC(=O)OCCCC
CID122941,CCOC1=NC=CN=C1C
CID122943,CC(C)(C)C1=NC=CN=C1
CID12296,CC(C)CCCO
CID12297,CCCCC(C)O
CID12299,CCC=CC(=O)O
CID12302134,C[C@H]1CCC2=C(CC[C@H](C[C@@H]12)C(C)(C)O)C
CID12302243,CC1=CC[C@H](C2=C1C=CC(=C2)C)C(C)C
CID12303902,CC1=CC[C@H]2[C@H]3[C@@H]1[C@@]2(CC[C@H]3C(C)C)C
CID12304196,CC1=CCC[C@]2([C@H]1C[C@H](CC2)C(C)(C)O)C
CID12304610,C[C@@H]1[C@H]2C[C@]2(C[C@@H]1O)C(C)C
CID12305858,C/C(=C\CC[C@@H]1[C@]2(CCCC([C@@H]2CC[C@@]1(C)O)(C)C)C)/CC[C@@H]3C(=C)CCCC3(C)C
CID12306047,CC1=C[C@@H]2[C@H](CC1)C(=CC[C@H]2C(C)C)C
CID12306048,CC1=C[C@@H]2[C@@H](CC1)C(=CC[C@H]2C(C)C)C
CID12309452,CC(=C1CC[C@]([C@H](C1)C(=C)C)(C)C=C)C
CID12311001,CC1(CC2(CC1CC2=O)C)C
CID12313020,CC1=C[C@@H]2[C@H](CC1)C(=C)CC[C@H]2C(C)C
CID12313993,C[C@H]1CCC2=C1C[C@H]3CC[C@@]2(C3(C)C)C
CID12315259,C/C(=C\CC[C@]1([C@H]2CC[C@H](C2)C1=C)C)/CO
CID12327,CCCCCCCCCCC(=O)OCC
CID12329,COC(=O)CCCCC(=O)OC
CID12331,CC(C)CCCCO
CID123385408,CCCCCCCC=CC(=O)OCC(C)C
CID123388,CCSSC
CID12339,CCCCSC
CID123406,CCC1=CC=CC=C1C=O
CID12344,CC(C)CCCC(=O)O
CID12348,CCCCCOC(=O)C
CID12361768,COC(=O)N1C=CC2=CC=CC=C21
CID12366,CCCCCCCCCCCCCCCC(=O)OCC
CID12367,CCCCCCCC(C)O
CID12377,CCCSSCCC
CID12385,C(CCCC#N)CCC#N
CID12386,CCCCSSCCCC
CID12389,CCCCCCCCCCCCCC
CID12391,CCCCCCCCCCCCCCC
CID12393,CCCCCCCCCCCCCCCCOC(=O)C
CID123935,C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N
CID123955,OP(=O)([O-])[O-].[Mg+2]
CID12397,CCCCCCCCCCCCCCCO
CID12397703,CC1CC(SS1)C
CID12398,CCCCCCCCCCCCCCCCC
CID12401,CCCCCCCCCCCCCCCCCCC
CID12403,CCCCCCCCCCCCCCCCCCCCC
CID12405,CCCCCCCCCCCCCCCCCCCCCC
CID12410118,C1CCCCCCOC(=O)/C=C/CCCCC1
CID124155855,CC(C(=O)OSC)OC(=O)C
CID12454225,CCCCCC1=CCCCC1=O
CID12462,COC1=C(C(=CC=C1)OC)OC
CID12477205,CC[C@H](C)CC=O
CID12481804,CCCCSSSCCCC
CID12497,CCC(=O)OC1=CC=CC=C1
CID125,C1=CC(=CC=C1CO)O
CID12506,CC(=O)OCC1CCCO1
CID12507,COC1=CC=C(C=C1)C=C
CID12508,CCC(=O)OC(C)C
CID12514,CC1=CC=C(S1)C
CID12516,CCOC(=O)C=C(C)C
CID12518,CC1NC(SC(S1)C)C
CID125207,C=CCCCCCCCCCC(=O)O
CID1252759,CC1=CC[C@@H](C1(C)C)CC=O
CID12528,CCCCSCC
CID12529,CCCCCOC=O
CID12530,CCCCCCCCCCCCC(=O)O
CID12531,CCCCCCCCCCCCCCOC(=O)C
CID12533,CCCCCCCCCCCCCCCCCC=O
CID12534,CCCCCCCCCCCCCCCCCCCCCCC
CID1254,CC1CCC(C(C1)O)C(C)C
CID125468,C/C=C(\C)/C(=O)O
CID12566,CC1=CC=C(C=C1)C2=CC=CC=C2
CID12570,CCCC1=CC=CC=C1O
CID12571,CCCOC(=O)C(C)C
CID12578,CC(C)C1=CC=C(C=C1)C(=O)C
CID12579750,CCC1SSC(SS1)CC
CID12580,CCCC1=CC=C(C=C1)O
CID12587,CC(C)CCC(=O)O
CID12588,CCCCCCCCCCCCCCCCCC(=O)OCC(C)C
CID126,C1=CC(=CC=C1C=O)O
CID12600623,CC[C@@H](C)CCC(=O)O
CID12613,CC(C)CCOC(=O)CC(C)C
CID12613663,CCCCCOC(C)OC
CID12650803,CCC[C@H](CC(=O)OC)OC(=O)C
CID12651581,CCCCOC(C)OC
CID126537,C[C@@H]1CO[C@@H]2[C@H]1CCC(=C2)C
CID12658,CC=C(C)C=CC=C(C)C
CID12662,CC1=CC(=O)OC(=C1)C
CID126696534,COC(=S)CCC1=CC=CO1
CID12678469,CCCCCCC(=O)CCOC(=O)C
CID1268142,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C
CID12711594,CC1=CC(=O)CO1
CID12729,CCOC(=O)CCCCCCCCC=C
CID12731072,CCCOC(CC(C)C)OCCC
CID12738086,CCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C
CID12741,CCCCCCCCC(=O)C
CID12748,CC1=CSC=N1
CID12756,CCC1CCC(=O)O1
CID12762300,CCCCCCCCCCC1=CC=CO1
CID12769,CC1=CC(=C(C(=C1)O)C)C
CID12777,CCCC1CCCC(=O)O1
CID12779,CSSCC1=CC=CC=C1
CID12780,CC(=O)CCC1=CC=CO1
CID12783,C1CCC2(CC1)CCC(=O)O2
CID12809178,CCCCCCCCCCC(C(=O)C)C(=O)OCC
CID12810,CCCCCC1CCCC(=O)O1
CID12813,CCCCCCC1CCC(=O)O1
CID12833143,CC1=C(SC=N1)CCOC=O
CID12844,CCCCCCCC1CCCC(=O)O1
CID12858404,CC1=CCCC([C@H]1CCC(=O)C)(C)C
CID12859587,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC
CID12867949,C1CCC(C1)C2CCC(C2O)C3CCCC3
CID12872111,CSCC1=CC=CS1
CID129,CC(C)CCC=O
CID12936743,CCOC(C1=CC=CC=C1)OC
CID12943526,CC1=C(OC=C1)CS
CID129700071,CC=CC1=C(C(=C(C=C1)O)OC)OC
CID129702099,CC1C(O1)(C2=CC=CC=C2)C(=O)OC
CID129717465,CCCCCC=CC=CC=CO
